time,f50,m50,f25,m25,f10,m10,f5,m5,f1,m1,f0.5,m0.5,f0.1,m0.1 
3.308399,13.86021,17.5856,9.815273,17.9602,5.84911,18.5223,3.713399,19.0156,1.013986,20.4249,0.499103,21.1945,0.060109,23.4926
3.329737,13.91194,17.5815,9.845409,17.9569,5.860528,18.5202,3.716623,19.0146,1.011387,20.4277,0.496835,21.1995,0.059475,23.5042
3.351075,13.963373,17.5775,9.875307,17.9536,5.871787,18.5181,3.719747,19.0137,1.008777,20.4305,0.494571,21.2044,0.058847,23.5157
3.372413,14.014513,17.5736,9.904969,17.9504,5.882891,18.516,3.722771,19.0128,1.006156,20.4333,0.492312,21.2094,0.058227,23.5272
3.393751,14.06536,17.5696,9.934396,17.9471,5.893839,18.514,3.725696,19.012,1.003524,20.4362,0.490057,21.2144,0.057614,23.5387
3.415089,14.115917,17.5657,9.963592,17.944,5.904634,18.512,3.728524,19.0112,1.000882,20.439,0.487808,21.2194,0.057008,23.5502
3.436426,14.166186,17.5619,9.992557,17.9408,5.915277,18.5101,3.731256,19.0104,0.99823,20.4419,0.485564,21.2244,0.056409,23.5616
3.457764,14.216168,17.558,10.021293,17.9377,5.92577,18.5081,3.733894,19.0096,0.995569,20.4448,0.483325,21.2294,0.055816,23.5731
3.479102,14.265864,17.5543,10.049802,17.9346,5.936114,18.5062,3.736438,19.0089,0.992899,20.4477,0.481091,21.2344,0.055231,23.5845
3.50044,14.315278,17.5505,10.078086,17.9316,5.946311,18.5044,3.738889,19.0081,0.99022,20.4507,0.478863,21.2395,0.054652,23.596
3.521778,14.36441,17.5468,10.106146,17.9285,5.956362,18.5025,3.741249,19.0075,0.987533,20.4536,0.476641,21.2445,0.054079,23.6074
3.543116,14.413263,17.5431,10.133983,17.9255,5.966269,18.5007,3.743519,19.0068,0.984838,20.4566,0.474424,21.2496,0.053514,23.6188
3.564454,14.461838,17.5394,10.161601,17.9226,5.976032,18.499,3.7457,19.0062,0.982136,20.4596,0.472214,21.2547,0.052954,23.6302
3.585792,14.510137,17.5358,10.189,17.9197,5.985654,18.4972,3.747793,19.0056,0.979427,20.4626,0.470009,21.2597,0.052401,23.6416
3.60713,14.558161,17.5322,10.216181,17.9168,5.995135,18.4955,3.749799,19.005,0.976711,20.4656,0.467811,21.2648,0.051855,23.653
3.628468,14.605913,17.5287,10.243147,17.9139,6.004477,18.4938,3.75172,19.0044,0.973988,20.4686,0.465619,21.2699,0.051314,23.6644
3.649806,14.653393,17.5252,10.269899,17.9111,6.013682,18.4921,3.753556,19.0039,0.97126,20.4717,0.463433,21.275,0.05078,23.6758
3.671143,14.700605,17.5217,10.296439,17.9083,6.02275,18.4905,3.755308,19.0034,0.968526,20.4747,0.461254,21.2801,0.050252,23.6871
3.692481,14.747548,17.5182,10.322767,17.9055,6.031684,18.4889,3.756978,19.0029,0.965786,20.4778,0.459081,21.2853,0.049729,23.6985
3.713819,14.794226,17.5148,10.348887,17.9028,6.040483,18.4873,3.758566,19.0024,0.963042,20.4809,0.456916,21.2904,0.049213,23.7098
3.735157,14.840639,17.5114,10.374798,17.9001,6.049151,18.4858,3.760074,19.002,0.960293,20.484,0.454757,21.2956,0.048703,23.7211
3.756495,14.886789,17.508,10.400504,17.8974,6.057687,18.4842,3.761502,19.0016,0.957539,20.4871,0.452604,21.3007,0.048198,23.7324
3.777833,14.932678,17.5047,10.426004,17.8947,6.066093,18.4827,3.762852,19.0012,0.954781,20.4902,0.450459,21.3059,0.047699,23.7437
3.799171,14.978308,17.5013,10.451301,17.8921,6.07437,18.4812,3.764124,19.0008,0.95202,20.4934,0.448321,21.311,0.047206,23.755
3.820509,15.023679,17.4981,10.476397,17.8895,6.08252,18.4798,3.76532,19.0005,0.949255,20.4965,0.44619,21.3162,0.046718,23.7663
3.841847,15.068794,17.4948,10.501292,17.8869,6.090544,18.4784,3.76644,19.0002,0.946486,20.4997,0.444066,21.3214,0.046236,23.7775
3.863185,15.113653,17.4916,10.525988,17.8843,6.098443,18.477,3.767485,18.9999,0.943715,20.5029,0.441949,21.3266,0.04576,23.7888
3.884523,15.15826,17.4884,10.550486,17.8818,6.106218,18.4756,3.768457,18.9996,0.940941,20.5061,0.43984,21.3318,0.045288,23.8
3.90586,15.202614,17.4852,10.574788,17.8793,6.11387,18.4742,3.769356,18.9993,0.938164,20.5093,0.437738,21.337,0.044823,23.8113
3.927198,15.246718,17.4821,10.598896,17.8768,6.121401,18.4729,3.770182,18.9991,0.935386,20.5125,0.435643,21.3422,0.044362,23.8225
3.948536,15.290573,17.4789,10.62281,17.8744,6.128811,18.4716,3.770938,18.9989,0.932605,20.5158,0.433556,21.3474,0.043906,23.8337
3.969874,15.33418,17.4758,10.646532,17.872,6.136102,18.4703,3.771624,18.9987,0.929823,20.519,0.431477,21.3526,0.043456,23.8449
3.991212,15.377541,17.4728,10.670064,17.8696,6.143275,18.469,3.77224,18.9985,0.927039,20.5223,0.429405,21.3578,0.043011,23.8561
4.01255,15.420658,17.4697,10.693406,17.8672,6.150331,18.4678,3.772787,18.9983,0.924254,20.5255,0.427341,21.3631,0.042571,23.8672
4.033888,15.463531,17.4667,10.71656,17.8649,6.157271,18.4665,3.773268,18.9982,0.921468,20.5288,0.425284,21.3683,0.042136,23.8784
4.055226,15.506163,17.4637,10.739528,17.8625,6.164096,18.4653,3.773681,18.9981,0.918681,20.5321,0.423235,21.3735,0.041705,23.8895
4.076564,15.548554,17.4608,10.76231,17.8602,6.170807,18.4641,3.774028,18.998,0.915893,20.5354,0.421194,21.3788,0.04128,23.9007
4.097902,15.590707,17.4578,10.784908,17.858,6.177406,18.463,3.77431,18.9979,0.913105,20.5387,0.419161,21.384,0.040859,23.9118
4.11924,15.632622,17.4549,10.807324,17.8557,6.183893,18.4618,3.774528,18.9978,0.910317,20.542,0.417136,21.3893,0.040443,23.9229
4.140578,15.6743,17.452,10.829558,17.8535,6.190269,18.4607,3.774682,18.9978,0.907529,20.5453,0.415118,21.3946,0.040032,23.934
4.161915,15.715744,17.4492,10.851612,17.8513,6.196536,18.4596,3.774774,18.9978,0.904742,20.5487,0.413109,21.3998,0.039625,23.9451
4.183253,15.756954,17.4463,10.873486,17.8491,6.202694,18.4585,3.774803,18.9978,0.901954,20.552,0.411107,21.4051,0.039223,23.9562
4.204591,15.797933,17.4435,10.895183,17.8469,6.208744,18.4575,3.774772,18.9978,0.899168,20.5554,0.409113,21.4104,0.038825,23.9672
4.225929,15.83868,17.4407,10.916704,17.8448,6.214688,18.4565,3.774679,18.9978,0.896382,20.5588,0.407128,21.4157,0.038432,23.9783
4.247267,15.879198,17.4379,10.938049,17.8427,6.220526,18.4554,3.774528,18.9978,0.893597,20.5621,0.40515,21.421,0.038043,23.9893
4.268605,15.919488,17.4352,10.95922,17.8406,6.22626,18.4544,3.774317,18.9979,0.890813,20.5655,0.403181,21.4263,0.037659,24.0003
4.289943,15.959551,17.4324,10.980218,17.8385,6.23189,18.4535,3.774047,18.998,0.888031,20.5689,0.401219,21.4315,0.037279,24.0113
4.311281,15.999388,17.4297,11.001045,17.8364,6.237417,18.4525,3.773721,18.9981,0.88525,20.5723,0.399266,21.4368,0.036903,24.0224
4.332619,16.039001,17.4271,11.021701,17.8344,6.242843,18.4515,3.773337,18.9982,0.882471,20.5757,0.397321,21.4421,0.036531,24.0333
4.353957,16.078391,17.4244,11.042187,17.8324,6.248167,18.4506,3.772897,18.9983,0.879693,20.5792,0.395384,21.4475,0.036163,24.0443
4.375295,16.117559,17.4218,11.062506,17.8304,6.253392,18.4497,3.772402,18.9985,0.876918,20.5826,0.393455,21.4528,0.0358,24.0553
4.396632,16.156507,17.4191,11.082657,17.8284,6.258518,18.4488,3.771852,18.9986,0.874145,20.586,0.391534,21.4581,0.03544,24.0663
4.41797,16.195235,17.4165,11.102642,17.8264,6.263545,18.4479,3.771248,18.9988,0.871374,20.5895,0.389621,21.4634,0.035085,24.0772
4.439308,16.233745,17.414,11.122462,17.8245,6.268476,18.4471,3.77059,18.999,0.868605,20.5929,0.387717,21.4687,0.034733,24.0881
4.460646,16.272039,17.4114,11.142119,17.8226,6.27331,18.4463,3.76988,18.9992,0.865839,20.5964,0.385821,21.474,0.034386,24.099
4.481984,16.310117,17.4089,11.161613,17.8207,6.278048,18.4454,3.769117,18.9994,0.863075,20.5999,0.383933,21.4794,0.034042,24.11
4.503322,16.34798,17.4063,11.180945,17.8188,6.282692,18.4446,3.768303,18.9996,0.860315,20.6034,0.382053,21.4847,0.033702,24.1209
4.52466,16.38563,17.4038,11.200117,17.8169,6.287243,18.4438,3.767439,18.9999,0.857557,20.6068,0.380181,21.49,0.033366,24.1317
4.545998,16.423068,17.4014,11.21913,17.8151,6.2917,18.4431,3.766524,19.0001,0.854803,20.6103,0.378318,21.4954,0.033033,24.1426
4.567336,16.460295,17.3989,11.237984,17.8133,6.296066,18.4423,3.765559,19.0004,0.852052,20.6138,0.376463,21.5007,0.032705,24.1535
4.588674,16.497312,17.3965,11.256682,17.8115,6.30034,18.4416,3.764545,19.0007,0.849304,20.6173,0.374616,21.506,0.032379,24.1643
4.610012,16.534121,17.394,11.275222,17.8097,6.304524,18.4409,3.763483,19.001,0.846559,20.6209,0.372777,21.5114,0.032058,24.1752
4.631349,16.570722,17.3916,11.293608,17.8079,6.308618,18.4402,3.762374,19.0013,0.843818,20.6244,0.370947,21.5167,0.03174,24.186
4.652687,16.607117,17.3893,11.31184,17.8062,6.312624,18.4395,3.761217,19.0017,0.841081,20.6279,0.369124,21.5221,0.031425,24.1968
4.674025,16.643307,17.3869,11.329918,17.8044,6.316542,18.4388,3.760013,19.002,0.838348,20.6314,0.36731,21.5274,0.031114,24.2076
4.695363,16.679293,17.3846,11.347845,17.8027,6.320372,18.4381,3.758763,19.0024,0.835618,20.635,0.365504,21.5328,0.030806,24.2184
4.716701,16.715076,17.3822,11.36562,17.801,6.324117,18.4375,3.757468,19.0028,0.832893,20.6385,0.363707,21.5381,0.030502,24.2292
4.738039,16.750657,17.3799,11.383245,17.7993,6.327775,18.4369,3.756128,19.0031,0.830171,20.6421,0.361917,21.5435,0.030201,24.2399
4.759377,16.786037,17.3776,11.400721,17.7977,6.331349,18.4363,3.754744,19.0035,0.827454,20.6456,0.360136,21.5488,0.029903,24.2507
4.780715,16.821217,17.3754,11.418049,17.796,6.334839,18.4357,3.753316,19.004,0.824741,20.6492,0.358363,21.5542,0.029609,24.2614
4.802053,16.856199,17.3731,11.43523,17.7944,6.338245,18.4351,3.751845,19.0044,0.822033,20.6528,0.356598,21.5596,0.029318,24.2722
4.823391,16.890983,17.3709,11.452264,17.7928,6.341569,18.4345,3.75033,19.0048,0.819329,20.6564,0.354841,21.5649,0.029029,24.2829
4.844729,16.925571,17.3686,11.469154,17.7912,6.344811,18.434,3.748774,19.0053,0.81663,20.6599,0.353093,21.5703,0.028745,24.2936
4.866066,16.959964,17.3664,11.485899,17.7896,6.347973,18.4334,3.747176,19.0057,0.813935,20.6635,0.351352,21.5756,0.028463,24.3043
4.887404,16.994162,17.3643,11.5025,17.788,6.351053,18.4329,3.745537,19.0062,0.811245,20.6671,0.34962,21.581,0.028184,24.315
4.908742,17.028167,17.3621,11.518959,17.7865,6.354054,18.4324,3.743858,19.0067,0.80856,20.6707,0.347896,21.5864,0.027908,24.3257
4.93008,17.061979,17.3599,11.535277,17.7849,6.356977,18.4319,3.742138,19.0072,0.80588,20.6743,0.346179,21.5917,0.027635,24.3363
4.951418,17.0956,17.3578,11.551454,17.7834,6.359821,18.4314,3.740378,19.0077,0.803205,20.6779,0.344471,21.5971,0.027366,24.347
4.972756,17.129031,17.3557,11.567492,17.7819,6.362587,18.4309,3.73858,19.0082,0.800534,20.6815,0.342771,21.6025,0.027099,24.3576
4.994094,17.162273,17.3536,11.58339,17.7804,6.365277,18.4305,3.736743,19.0088,0.79787,20.6852,0.341079,21.6079,0.026835,24.3683
5.015432,17.195326,17.3515,11.599151,17.7789,6.36789,18.43,3.734867,19.0093,0.79521,20.6888,0.339396,21.6132,0.026574,24.3789
5.03677,17.228193,17.3494,11.614775,17.7775,6.370428,18.4296,3.732954,19.0099,0.792555,20.6924,0.33772,21.6186,0.026315,24.3895
5.058108,17.260872,17.3473,11.630263,17.776,6.372892,18.4292,3.731004,19.0104,0.789906,20.6961,0.336052,21.624,0.02606,24.4001
5.079446,17.293367,17.3453,11.645615,17.7746,6.375281,18.4288,3.729017,19.011,0.787263,20.6997,0.334392,21.6294,0.025807,24.4106
5.100783,17.325677,17.3433,11.660833,17.7732,6.377596,18.4284,3.726994,19.0116,0.784625,20.7033,0.33274,21.6347,0.025557,24.4212
5.122121,17.357804,17.3413,11.675918,17.7718,6.379839,18.428,3.724935,19.0122,0.781992,20.707,0.331096,21.6401,0.02531,24.4318
5.143459,17.389749,17.3393,11.69087,17.7704,6.38201,18.4276,3.72284,19.0128,0.779365,20.7106,0.32946,21.6455,0.025065,24.4423
5.164797,17.421512,17.3373,11.70569,17.769,6.384109,18.4272,3.720711,19.0134,0.776744,20.7143,0.327832,21.6509,0.024823,24.4529
5.186135,17.453095,17.3353,11.720379,17.7676,6.386138,18.4269,3.718547,19.0141,0.774128,20.718,0.326212,21.6563,0.024584,24.4634
5.207473,17.484498,17.3334,11.734939,17.7663,6.388096,18.4266,3.71635,19.0147,0.771519,20.7216,0.324599,21.6616,0.024347,24.4739
5.228811,17.515722,17.3314,11.749368,17.765,6.389984,18.4263,3.714118,19.0154,0.768915,20.7253,0.322995,21.667,0.024112,24.4844
5.250149,17.546769,17.3295,11.76367,17.7636,6.391803,18.4259,3.711854,19.016,0.766317,20.729,0.321398,21.6724,0.02388,24.4949
5.271487,17.577639,17.3276,11.777843,17.7623,6.393554,18.4256,3.709556,19.0167,0.763725,20.7327,0.319809,21.6778,0.023651,24.5054
5.292825,17.608333,17.3257,11.79189,17.761,6.395237,18.4254,3.707226,19.0174,0.761139,20.7363,0.318228,21.6832,0.023424,24.5158
5.314163,17.638852,17.3238,11.805811,17.7598,6.396853,18.4251,3.704865,19.0181,0.758559,20.74,0.316655,21.6885,0.0232,24.5263
5.3355,17.669197,17.322,11.819606,17.7585,6.398403,18.4248,3.702472,19.0188,0.755985,20.7437,0.315089,21.6939,0.022977,24.5367
5.356838,17.699369,17.3201,11.833277,17.7572,6.399886,18.4246,3.700047,19.0195,0.753417,20.7474,0.313531,21.6993,0.022758,24.5472
5.378176,17.729368,17.3183,11.846825,17.756,6.401304,18.4243,3.697592,19.0202,0.750856,20.7511,0.311981,21.7047,0.02254,24.5576
5.399514,17.759196,17.3164,11.860249,17.7548,6.402657,18.4241,3.695107,19.0209,0.7483,20.7548,0.310439,21.7101,0.022325,24.568
5.420852,17.788854,17.3146,11.873551,17.7535,6.403946,18.4239,3.692592,19.0217,0.745751,20.7585,0.308904,21.7154,0.022112,24.5784
5.44219,17.818342,17.3128,11.886732,17.7523,6.405171,18.4237,3.690047,19.0224,0.743209,20.7622,0.307376,21.7208,0.021902,24.5888
5.463528,17.847661,17.311,11.899793,17.7512,6.406332,18.4235,3.687473,19.0232,0.740672,20.7659,0.305857,21.7262,0.021693,24.5992
5.484866,17.876813,17.3093,11.912733,17.75,6.407431,18.4233,3.68487,19.0239,0.738142,20.7696,0.304345,21.7316,0.021487,24.6095
5.506204,17.905797,17.3075,11.925555,17.7488,6.408469,18.4231,3.682239,19.0247,0.735619,20.7734,0.30284,21.737,0.021283,24.6199
5.527542,17.934615,17.3058,11.938258,17.7476,6.409444,18.4229,3.679579,19.0255,0.733101,20.7771,0.301343,21.7423,0.021081,24.6303
5.54888,17.963268,17.304,11.950843,17.7465,6.410359,18.4228,3.676892,19.0263,0.730591,20.7808,0.299853,21.7477,0.020882,24.6406
5.570217,17.991756,17.3023,11.963312,17.7454,6.411213,18.4226,3.674178,19.0271,0.728087,20.7845,0.298371,21.7531,0.020684,24.6509
5.591555,18.02008,17.3006,11.975664,17.7443,6.412007,18.4225,3.671437,19.0279,0.725589,20.7883,0.296896,21.7585,0.020489,24.6612
5.612893,18.048241,17.2989,11.987901,17.7431,6.412742,18.4224,3.668669,19.0287,0.723098,20.792,0.295429,21.7639,0.020295,24.6715
5.634231,18.076241,17.2972,12.000023,17.742,6.413418,18.4223,3.665875,19.0296,0.720614,20.7957,0.293969,21.7692,0.020104,24.6818
5.655569,18.104079,17.2956,12.012031,17.741,6.414036,18.4222,3.663054,19.0304,0.718136,20.7995,0.292517,21.7746,0.019914,24.6921
5.676907,18.131756,17.2939,12.023926,17.7399,6.414596,18.4221,3.660209,19.0312,0.715665,20.8032,0.291071,21.78,0.019727,24.7024
5.698245,18.159274,17.2923,12.035708,17.7388,6.415099,18.422,3.657338,19.0321,0.713201,20.807,0.289633,21.7854,0.019541,24.7126
5.719583,18.186634,17.2906,12.047379,17.7378,6.415544,18.4219,3.654442,19.0329,0.710743,20.8107,0.288203,21.7908,0.019358,24.7229
5.740921,18.213835,17.289,12.058938,17.7367,6.415934,18.4219,3.651521,19.0338,0.708292,20.8145,0.286779,21.7961,0.019176,24.7331
5.762259,18.240878,17.2874,12.070386,17.7357,6.416267,18.4218,3.648576,19.0347,0.705848,20.8182,0.285363,21.8015,0.018996,24.7433
5.783597,18.267766,17.2858,12.081725,17.7347,6.416546,18.4217,3.645608,19.0356,0.703411,20.822,0.283954,21.8069,0.018818,24.7535
5.804934,18.294497,17.2842,12.092954,17.7337,6.416769,18.4217,3.642615,19.0365,0.70098,20.8257,0.282552,21.8123,0.018642,24.7637
5.826272,18.321074,17.2826,12.104075,17.7327,6.416938,18.4217,3.639599,19.0374,0.698556,20.8295,0.281157,21.8176,0.018468,24.7739
5.84761,18.347496,17.2811,12.115088,17.7317,6.417054,18.4217,3.636561,19.0383,0.69614,20.8333,0.279769,21.823,0.018296,24.7841
5.868948,18.373765,17.2795,12.125994,17.7307,6.417115,18.4217,3.633499,19.0392,0.69373,20.837,0.278389,21.8284,0.018125,24.7943
5.890286,18.399882,17.278,12.136794,17.7297,6.417124,18.4216,3.630416,19.0401,0.691326,20.8408,0.277015,21.8337,0.017956,24.8045
5.911624,18.425846,17.2764,12.147487,17.7288,6.417081,18.4217,3.62731,19.041,0.68893,20.8446,0.275648,21.8391,0.017789,24.8146
5.932962,18.451659,17.2749,12.158076,17.7278,6.416985,18.4217,3.624182,19.042,0.686541,20.8483,0.274289,21.8445,0.017624,24.8247
5.9543,18.477322,17.2734,12.168559,17.7269,6.416838,18.4217,3.621033,19.0429,0.684158,20.8521,0.272936,21.8498,0.01746,24.8349
5.975638,18.502835,17.2719,12.178939,17.726,6.416639,18.4217,3.617863,19.0439,0.681783,20.8559,0.27159,21.8552,0.017298,24.845
5.996976,18.5282,17.2704,12.189215,17.7251,6.41639,18.4218,3.614671,19.0448,0.679414,20.8597,0.270251,21.8606,0.017138,24.8551
6.018314,18.553416,17.2689,12.199389,17.7242,6.416091,18.4218,3.611459,19.0458,0.677053,20.8634,0.268919,21.8659,0.016979,24.8652
6.039652,18.578484,17.2675,12.209461,17.7233,6.415742,18.4219,3.608227,19.0468,0.674698,20.8672,0.267594,21.8713,0.016822,24.8753
6.060989,18.603406,17.266,12.219431,17.7224,6.415344,18.422,3.604975,19.0477,0.672351,20.871,0.266276,21.8767,0.016667,24.8854
6.082327,18.628181,17.2646,12.2293,17.7215,6.414897,18.422,3.601703,19.0487,0.67001,20.8748,0.264964,21.882,0.016513,24.8954
6.103665,18.652812,17.2631,12.239069,17.7206,6.414401,18.4221,3.598411,19.0497,0.667677,20.8786,0.263659,21.8874,0.016361,24.9055
6.125003,18.677297,17.2617,12.248739,17.7198,6.413857,18.4222,3.5951,19.0507,0.66535,20.8824,0.262361,21.8928,0.01621,24.9155
6.146341,18.701639,17.2603,12.258309,17.7189,6.413266,18.4223,3.59177,19.0517,0.663031,20.8862,0.26107,21.8981,0.016061,24.9256
6.167679,18.725838,17.2589,12.267781,17.7181,6.412627,18.4224,3.588422,19.0527,0.660718,20.89,0.259785,21.9035,0.015913,24.9356
6.189017,18.749894,17.2575,12.277155,17.7173,6.411942,18.4225,3.585055,19.0538,0.658413,20.8938,0.258507,21.9088,0.015767,24.9456
6.210355,18.773808,17.2561,12.286432,17.7164,6.41121,18.4227,3.58167,19.0548,0.656114,20.8976,0.257235,21.9142,0.015623,24.9556
6.231693,18.797581,17.2547,12.295612,17.7156,6.410432,18.4228,3.578267,19.0558,0.653823,20.9013,0.25597,21.9195,0.01548,24.9656
6.253031,18.821213,17.2534,12.304697,17.7148,6.409609,18.4229,3.574846,19.0569,0.651539,20.9051,0.254712,21.9249,0.015338,24.9756
6.274369,18.844706,17.252,12.313685,17.714,6.40874,18.4231,3.571408,19.0579,0.649261,20.909,0.25346,21.9302,0.015198,24.9856
6.295706,18.868059,17.2507,12.322579,17.7132,6.407827,18.4232,3.567952,19.059,0.646991,20.9128,0.252214,21.9356,0.015059,24.9955
6.317044,18.891274,17.2493,12.331378,17.7125,6.406869,18.4234,3.56448,19.06,0.644728,20.9166,0.250975,21.9409,0.014921,25.0055
6.338382,18.914351,17.248,12.340084,17.7117,6.405867,18.4236,3.560991,19.0611,0.642472,20.9204,0.249742,21.9463,0.014785,25.0154
6.35972,18.937291,17.2467,12.348696,17.7109,6.404822,18.4237,3.557485,19.0621,0.640223,20.9242,0.248516,21.9516,0.014651,25.0254
6.381058,18.960094,17.2454,12.357216,17.7102,6.403733,18.4239,3.553963,19.0632,0.637981,20.928,0.247296,21.957,0.014517,25.0353
6.402396,18.982762,17.2441,12.365643,17.7095,6.402602,18.4241,3.550426,19.0643,0.635746,20.9318,0.246082,21.9623,0.014385,25.0452
6.423734,19.005294,17.2428,12.373979,17.7087,6.401428,18.4243,3.546872,19.0654,0.633518,20.9356,0.244875,21.9676,0.014255,25.0551
6.445072,19.027692,17.2415,12.382224,17.708,6.400212,18.4245,3.543303,19.0665,0.631298,20.9394,0.243674,21.973,0.014126,25.065
6.46641,19.049956,17.2403,12.390379,17.7073,6.398954,18.4247,3.539719,19.0676,0.629084,20.9432,0.242479,21.9783,0.013998,25.0749
6.487748,19.072087,17.239,12.398443,17.7066,6.397655,18.4249,3.53612,19.0687,0.626878,20.947,0.241291,21.9836,0.013871,25.0847
6.509086,19.094085,17.2378,12.406418,17.7059,6.396315,18.4252,3.532505,19.0698,0.624678,20.9509,0.240108,21.989,0.013745,25.0946
6.530423,19.115951,17.2365,12.414304,17.7052,6.394934,18.4254,3.528877,19.0709,0.622486,20.9547,0.238932,21.9943,0.013621,25.1045
6.551761,19.137685,17.2353,12.422102,17.7045,6.393513,18.4257,3.525233,19.072,0.6203,20.9585,0.237762,21.9996,0.013498,25.1143
