candid_str,oid,candid,mjd,fid,diffmaglim,magpsf,magap,sigmapsf,sigmagap,ra,dec,sigmara,sigmadec,isdiffpos,distpsnr1,sgscore1,field,rcid,magnr,sigmagnr,rb,magpsf_corr,magap_corr,sigmapsf_corr,sigmagap_corr,has_stamps,parent_candid
"1124511514715015006","ZTF20aakyoez",1124511514715015000,58878.5115161999,1,20.279899597168,20.7780990600586,20.4193000793457,0.423106998205185,0.30469998717308,200.8705804,62.4462698,0.09,0.09,1,3.25765800476074,0.5,821,47,19.7220001220703,0.0949999988079071,0.351428985595703,20.7780990600586,20.4193000793457,0.423106998205185,0.30469998717308,false,1125370563515015000
"1124512414715015005","ZTF20aakyoez",1124512414715015000,58878.5124189998,1,20.2833995819092,20.6756000518799,20.7525005340576,0.394300997257233,0.414400011301041,200.8707163,62.4462435,0.09,0.09,1,3.25765800476074,0.5,821,47,19.7220001220703,0.0949999988079071,0.494286000728607,20.6756000518799,20.7525005340576,0.394300997257233,0.414400011301041,false,1125370563515015000
"1125370563515015015","ZTF20aakyoez",1125370563515015000,58879.3705671001,2,19.7764720916748,19.8558158874512,19.7297992706299,0.204930990934372,0.221799999475479,200.8708844,62.446115,0.09,0.09,1,3.25765800476074,0.5,820,35,19.4340000152588,0.0890000015497208,0.322857141494751,19.8558158874512,19.7297992706299,0.204930990934372,0.221799999475479,true,-1
"1125474653515015017","ZTF20aakyoez",1125474653515015000,58879.4746527998,1,19.9939994812012,20.1606006622314,20.0386009216309,0.30111101269722,0.228200003504753,200.8702895,62.4462556,0.09,0.09,1,2.96469283103943,0.5,820,35,21.503999710083,0.130999997258186,0.157142996788025,20.1606006622314,20.0386009216309,0.30111101269722,0.228200003504753,false,1126469443515015000
"1125492884715015006","ZTF20aakyoez",1125492884715015000,58879.4928819002,1,20.4603996276855,20.3153991699219,20.1725997924805,0.274933010339737,0.242599993944168,200.8711151,62.4461363,0.09,0.09,1,2.96469283103943,0.5,821,47,19.7220001220703,0.0949999988079071,0.602856993675232,20.3153991699219,20.1725997924805,0.274933010339737,0.242599993944168,false,1126469443515015000
"1126469443515015022","ZTF20aakyoez",1126469443515015000,58880.4694444002,1,20.6153450012207,19.894079208374,19.7264995574951,0.154119685292244,0.158899992704391,200.8708415,62.4461947,0.09,0.09,1,2.96469283103943,0.5,820,35,21.503999710083,0.130999997258186,0.674285709857941,19.894079208374,19.7264995574951,0.154119685292244,0.158899992704391,true,-1
"1126491724715015016","ZTF20aakyoez",1126491724715015000,58880.4917245,1,20.7139854431152,19.7413997650146,19.7341003417969,0.126419439911842,0.153200000524521,200.8711024,62.4461985,0.09,0.09,1,3.02647089958191,0.5,821,47,19.7220001220703,0.0949999988079071,0.842857122421265,19.7413997650146,19.7341003417969,0.126419439911842,0.153200000524521,true,-1
"1126511063515015024","ZTF20aakyoez",1126511063515015000,58880.5110648,2,20.487232208252,19.9647846221924,19.9598007202148,0.164575070142746,0.243599995970726,200.8708461,62.4462228,0.09,0.09,1,2.86489129066467,0.5,820,35,19.4340000152588,0.0890000015497208,0.867142856121063,19.9647846221924,19.9598007202148,0.164575070142746,0.243599995970726,true,-1
"1126531344715015006","ZTF20aakyoez",1126531344715015000,58880.5313426,2,20.4383125305176,19.7156009674072,19.4731006622314,0.135039046406746,0.153799995779991,200.8709667,62.4462391,0.09,0.09,1,2.8357081413269,0.5,821,47,19.4060001373291,0.109999999403954,0.490000009536743,19.7156009674072,19.4731006622314,0.135039046406746,0.153799995779991,true,-1
"1127343853515015018","ZTF20aakyoez",1127343853515015000,58881.3438542001,2,20.1829833984375,19.5708274841309,19.660400390625,0.129239708185196,0.229100003838539,200.8709183,62.4462069,0.09,0.09,1,2.93695473670959,0.5,820,35,19.4340000152588,0.0890000015497208,0.931428551673889,19.5708274841309,19.660400390625,0.129239708185196,0.229100003838539,true,-1
"1127471123515015026","ZTF20aakyoez",1127471123515015000,58881.4711226998,1,20.6926212310791,19.6243705749512,19.4442005157471,0.168344721198082,0.120099999010563,200.8708958,62.4461889,0.09,0.09,1,2.99594402313232,0.5,820,35,21.503999710083,0.130999997258186,0.602857172489166,19.6243705749512,19.4442005157471,0.168344721198082,0.120099999010563,true,-1
"1127472013515015029","ZTF20aakyoez",1127472013515015000,58881.4720139001,1,20.7562465667725,19.6254634857178,19.4335994720459,0.138689637184143,0.116499997675419,200.8707993,62.4461932,0.09,0.09,1,2.96375894546509,0.5,820,35,21.503999710083,0.130999997258186,0.502857148647308,19.6254634857178,19.4335994720459,0.138689637184143,0.116499997675419,true,-1
"1127511044715015010","ZTF20aakyoez",1127511044715015000,58881.5110416999,1,20.7708187103271,19.3705158233643,19.3351001739502,0.128188714385033,0.105999998748302,200.8709862,62.4461836,0.09,0.09,1,3.03809332847595,0.5,821,47,19.7220001220703,0.0949999988079071,0.904285728931427,19.3705158233643,19.3351001739502,0.128188714385033,0.105999998748302,true,-1
"1127511954715015012","ZTF20aakyoez",1127511954715015000,58881.5119559998,1,20.7770957946777,19.4106426239014,19.3637008666992,0.122973263263702,0.108499996364117,200.8708933,62.4462059,0.09,0.09,1,2.93472766876221,0.5,821,47,19.7220001220703,0.0949999988079071,0.937142848968506,19.4106426239014,19.3637008666992,0.122973263263702,0.108499996364117,true,-1
"1127532543515015023","ZTF20aakyoez",1127532543515015000,58881.5325463,2,20.5152893066406,19.4418392181396,19.363000869751,0.101700015366077,0.142499998211861,200.8709302,62.4462021,0.09,0.09,1,2.9569947719574,0.5,820,35,19.4340000152588,0.0890000015497208,0.931428551673889,19.4418392181396,19.363000869751,0.101700015366077,0.142499998211861,true,-1
"1127560064715015007","ZTF20aakyoez",1127560064715015000,58881.5600693999,2,20.5751209259033,19.4343738555908,19.489200592041,0.116765215992928,0.153200000524521,200.8710134,62.4462133,0.09,0.09,1,2.94166493415833,0.5,821,47,19.4060001373291,0.109999999403954,0.944285690784454,19.4343738555908,19.489200592041,0.116765215992928,0.153200000524521,true,-1
"1127561444715015009","ZTF20aakyoez",1127561444715015000,58881.5614467999,2,20.5288982391357,19.4393558502197,19.4750003814697,0.145500391721725,0.153099998831749,200.8709614,62.4461779,0.09,0.09,1,3.0512330532074,0.5,821,47,19.4060001373291,0.109999999403954,0.857142865657806,19.4393558502197,19.4750003814697,0.145500391721725,0.153099998831749,true,-1
"1129467453515015022","ZTF20aakyoez",1129467453515015000,58883.4674537,1,20.2728881835938,18.9231815338135,18.9016990661621,0.107775397598743,0.0812000036239624,200.8708132,62.4461899,0.09,0.09,1,2.97748994827271,0.5,820,35,21.503999710083,0.130999997258186,0.620000004768372,18.9231815338135,18.9016990661621,0.107775397598743,0.0812000036239624,true,-1
"1129492484715015008","ZTF20aakyoez",1129492484715015000,58883.4924884001,1,20.2862815856934,18.8131313323975,18.7702007293701,0.106551699340343,0.0694999992847443,200.8709991,62.4461859,0.09,0.09,1,3.03386521339417,0.5,821,47,19.7220001220703,0.0949999988079071,0.615714311599731,18.8131313323975,18.7702007293701,0.106551699340343,0.0694999992847443,true,-1
"1129526784715015012","ZTF20aakyoez",1129526784715015000,58883.5267824,2,20.038703918457,18.7804679870605,18.779899597168,0.094574548304081,0.090999998152256,200.8709943,62.4461944,0.09,0.09,1,3.0023136138916,0.5,821,47,19.4060001373291,0.109999999403954,0.62714284658432,18.7804679870605,18.779899597168,0.094574548304081,0.090999998152256,true,-1
"1129527703515015016","ZTF20aakyoez",1129527703515015000,58883.5277082999,2,19.90673828125,18.7637577056885,18.8229007720947,0.151217728853226,0.100699998438358,200.870922,62.4462033,0.09,0.09,1,2.950679063797,0.5,820,35,19.4340000152588,0.0890000015497208,0.685714304447174,18.7637577056885,18.8229007720947,0.151217728853226,0.100699998438358,true,-1
"1130451594715015009","ZTF20aakyoez",1130451594715015000,58884.4515971998,1,19.9729595184326,18.5078086853027,18.5536994934082,0.0849192440509796,0.0822999998927116,200.8710399,62.4462322,0.09,0.09,1,2.88437151908875,0.5,821,47,19.7220001220703,0.0949999988079071,0.90285712480545,18.5078086853027,18.5536994934082,0.0849192440509796,0.0822999998927116,true,-1
"1130452494715015012","ZTF20aakyoez",1130452494715015000,58884.4525000001,1,20.0096569061279,18.5707302093506,18.6242008209229,0.0896551087498665,0.0876000002026558,200.8709796,62.4461775,0.09,0.09,1,3.05777406692505,0.5,821,47,19.7220001220703,0.0949999988079071,0.910000026226044,18.5707302093506,18.6242008209229,0.0896551087498665,0.0876000002026558,true,-1
"1130454383515015015","ZTF20aakyoez",1130454383515015000,58884.4543865998,1,19.9550895690918,18.6626014709473,18.5596008300781,0.0890283361077309,0.0864000022411346,200.8709173,62.4462106,0.09,0.09,1,2.92353439331055,0.5,820,35,21.503999710083,0.130999997258186,0.807142853736877,18.6626014709473,18.5596008300781,0.0890283361077309,0.0864000022411346,true,-1
"1130455283515015012","ZTF20aakyoez",1130455283515015000,58884.4552894002,1,19.9228897094727,18.6156482696533,18.5426998138428,0.118195690214634,0.0838000029325485,200.8708725,62.4461543,0.09,0.09,1,3.11484169960022,0.5,820,35,21.503999710083,0.130999997258186,0.791428565979004,18.6156482696533,18.5426998138428,0.118195690214634,0.0838000029325485,true,-1
"1130505093515015012","ZTF20aakyoez",1130505093515015000,58884.5050925999,2,19.8616600036621,18.5412425994873,18.5858993530273,0.0848633050918579,0.0832000002264977,200.8708794,62.446208,0.09,0.09,1,2.92425894737244,0.5,820,35,19.4340000152588,0.0890000015497208,0.660000026226044,18.5412425994873,18.5858993530273,0.0848633050918579,0.0832000002264977,true,-1
"1130506053515015013","ZTF20aakyoez",1130506053515015000,58884.5060532,2,19.6848487854004,18.4605236053467,18.4029998779297,0.0990240350365639,0.0711999982595444,200.8708529,62.4462339,0.09,0.09,1,2.82642889022827,0.5,820,35,19.4340000152588,0.0890000015497208,0.490000009536743,18.4605236053467,18.4029998779297,0.0990240350365639,0.0711999982595444,true,-1
"1130548754715015005","ZTF20aakyoez",1130548754715015000,58884.5487500001,2,20.167106628418,18.6129779815674,18.5312995910645,0.0808100700378418,0.0750000029802322,200.8709421,62.446163,0.09,0.09,1,3.09913229942322,0.5,821,47,19.4060001373291,0.109999999403954,0.939999997615814,18.6129779815674,18.5312995910645,0.0808100700378418,0.0750000029802322,true,-1
"1130552024715015005","ZTF20aakyoez",1130552024715015000,58884.5520255002,2,20.1834182739258,18.5586948394775,18.5337009429932,0.0933059006929398,0.0732999965548515,200.8710237,62.4461904,0.09,0.09,1,3.02586984634399,0.5,821,47,19.4060001373291,0.109999999403954,0.944285690784454,18.5586948394775,18.5337009429932,0.0933059006929398,0.0732999965548515,true,-1
"1131453204715015005","ZTF20aakyoez",1131453204715015000,58885.4532059999,1,19.8288078308105,18.3718643188477,18.3866996765137,0.0922821462154388,0.0908999964594841,200.871022,62.4462003,0.09,0.09,1,2.99038624763489,0.5,821,47,19.7220001220703,0.0949999988079071,0.891428589820862,18.3718643188477,18.3866996765137,0.0922821462154388,0.0908999964594841,true,-1
"1131475593515015013","ZTF20aakyoez",1131475593515015000,58885.4755902998,1,19.6433162689209,18.4100551605225,18.4624996185303,0.0844567716121674,0.100400000810623,200.8710129,62.4461819,0.09,0.09,1,3.05235004425049,0.5,820,35,21.503999710083,0.130999997258186,0.884285688400269,18.4100551605225,18.4624996185303,0.0844567716121674,0.100400000810623,true,-1
"1131533943515015024","ZTF20aakyoez",1131533943515015000,58885.5339468,2,20.3653869628906,18.3119583129883,18.2556991577148,0.0732284411787987,0.0579999983310699,200.870917,62.4461988,0.09,0.09,1,2.96549224853516,0.5,820,35,19.4340000152588,0.0890000015497208,0.955714285373688,18.3119583129883,18.2556991577148,0.0732284411787987,0.0579999983310699,true,-1
"1131534874715015013","ZTF20aakyoez",1131534874715015000,58885.5348727,2,20.298095703125,18.2955989837646,18.233699798584,0.0827554613351822,0.0560000017285347,200.8710009,62.4461879,0.09,0.09,1,3.02735090255737,0.5,821,47,19.4060001373291,0.109999999403954,0.942857146263123,18.2955989837646,18.233699798584,0.0827554613351822,0.0560000017285347,true,-1
"1132467813515015007","ZTF20aakyoez",1132467813515015000,58886.4678125,1,19.7634620666504,18.2354793548584,18.2208003997803,0.0917337164282799,0.094700001180172,200.870972,62.4461946,0.09,0.09,1,2.99495196342468,0.5,820,35,21.503999710083,0.130999997258186,0.90285712480545,18.2354793548584,18.2208003997803,0.0917337164282799,0.094700001180172,true,-1
"1132469654715015011","ZTF20aakyoez",1132469654715015000,58886.4696527999,1,19.870475769043,18.2327365875244,18.19700050354,0.0716070532798767,0.0859000012278557,200.8709671,62.4462178,0.09,0.09,1,2.91128778457642,0.5,821,47,19.7220001220703,0.0949999988079071,0.948571443557739,18.2327365875244,18.19700050354,0.0716070532798767,0.0859000012278557,true,-1
"1132530263515015010","ZTF20aakyoez",1132530263515015000,58886.5302662002,2,20.0599269866943,18.1808395385742,18.1264991760254,0.0789568349719048,0.0750999972224236,200.8710008,62.4462252,0.09,0.09,1,2.89552187919617,0.5,820,35,19.4340000152588,0.0890000015497208,0.939999997615814,18.1808395385742,18.1264991760254,0.0789568349719048,0.0750999972224236,true,-1
"1132550104715015007","ZTF20aakyoez",1132550104715015000,58886.5501041999,2,20.1522827148438,18.1338405609131,18.1026992797852,0.05818135663867,0.0636999979615211,200.8709886,62.4462062,0.09,0.09,1,2.95881104469299,0.5,821,47,19.4060001373291,0.109999999403954,0.928571403026581,18.1338405609131,18.1026992797852,0.05818135663867,0.0636999979615211,true,-1
"1133263693515015001","ZTF20aakyoez",1133263693515015000,58887.2636921001,1,18.9047298431396,18.0867519378662,17.948600769043,0.12730760872364,0.144299998879433,200.8710091,62.4462013,0.09,0.09,1,2.98260498046875,0.5,820,35,21.503999710083,0.130999997258186,0.818571448326111,18.0867519378662,17.948600769043,0.12730760872364,0.144299998879433,true,-1
"1133264593515015003","ZTF20aakyoez",1133264593515015000,58887.2645949,1,19.0646152496338,18.1186695098877,17.9811992645264,0.107003048062325,0.141100004315376,200.8709607,62.4461849,0.09,0.09,1,3.02618527412415,0.5,820,35,21.503999710083,0.130999997258186,0.837142884731293,18.1186695098877,17.9811992645264,0.107003048062325,0.141100004315376,true,-1
"1133434224715015004","ZTF20aakyoez",1133434224715015000,58887.4342244999,1,19.6360130310059,18.0745468139648,18.2555999755859,0.077587254345417,0.118299998342991,200.8710132,62.44621,0.09,0.09,1,2.95324039459229,0.5,821,47,19.7220001220703,0.0949999988079071,0.910000026226044,18.0745468139648,18.2555999755859,0.077587254345417,0.118299998342991,true,-1
"1133491573515015008","ZTF20aakyoez",1133491573515015000,58887.4915741002,2,19.8281326293945,17.9974021911621,18.0403995513916,0.0599080063402653,0.0888999998569489,200.8709762,62.4462286,0.09,0.09,1,2.87574982643127,0.5,820,35,19.4340000152588,0.0890000015497208,0.948571443557739,17.9974021911621,18.0403995513916,0.0599080063402653,0.0888999998569489,true,-1
"1133492473515015010","ZTF20aakyoez",1133492473515015000,58887.4924769001,2,19.8100051879883,18.0147533416748,17.941499710083,0.0598574690520763,0.0803999975323677,200.8709781,62.4462137,0.09,0.09,1,2.92907214164734,0.5,820,35,19.4340000152588,0.0890000015497208,0.948571443557739,18.0147533416748,17.941499710083,0.0598574690520763,0.0803999975323677,true,-1
"1133509324715015006","ZTF20aakyoez",1133509324715015000,58887.5093287001,2,19.7861633300781,18.0137329101562,17.9400997161865,0.0664002969861031,0.0767000019550323,200.8710308,62.4462158,0.09,0.09,1,2.93878960609436,0.5,821,47,19.4060001373291,0.109999999403954,0.952857136726379,18.0137329101562,17.9400997161865,0.0664002969861031,0.0767000019550323,true,-1
"1133510234715015005","ZTF20aakyoez",1133510234715015000,58887.5102315,2,19.8535079956055,17.9760265350342,17.9475002288818,0.057484395802021,0.0756999999284744,200.8710095,62.4462129,0.09,0.09,1,2.94178605079651,0.5,821,47,19.4060001373291,0.109999999403954,0.958571434020996,17.9760265350342,17.9475002288818,0.057484395802021,0.0756999999284744,true,-1
"1134467283515015006","ZTF20aakyoez",1134467283515015000,58888.4672801001,2,19.27077293396,17.9346542358398,18.0396995544434,0.0593154653906822,0.113899998366833,200.8709442,62.4462224,0.09,0.09,1,2.88850498199463,0.5,820,35,19.4340000152588,0.0890000015497208,0.887142837047577,17.9346542358398,18.0396995544434,0.0593154653906822,0.113899998366833,true,-1
"1134468654715015001","ZTF20aakyoez",1134468654715015000,58888.4686574,2,19.3933353424072,17.895263671875,17.8785991668701,0.0749529004096985,0.092799998819828,200.8710231,62.4462145,0.09,0.09,1,2.94070625305176,0.5,821,47,19.4060001373291,0.109999999403954,0.917142868041992,17.895263671875,17.8785991668701,0.0749529004096985,0.092799998819828,true,-1
"1134536034715015005","ZTF20aakyoez",1134536034715015000,58888.5360301002,1,18.6738891601562,17.9844055175781,17.8181991577148,0.13952673971653,0.104500003159046,200.8708416,62.4462176,0.09,0.09,1,2.88270926475525,0.5,821,47,19.7220001220703,0.0949999988079071,0.255714297294617,17.9844055175781,17.8181991577148,0.13952673971653,0.104500003159046,true,-1
"1136447463515015011","ZTF20aakyoez",1136447463515015000,58890.4474653001,2,19.2642974853516,17.7661571502686,17.8497009277344,0.0817931368947029,0.0756999999284744,200.8710148,62.4462018,0.09,0.09,1,2.98270225524902,0.5,820,35,19.4340000152588,0.0890000015497208,0.832857131958008,17.7661571502686,17.8497009277344,0.0817931368947029,0.0756999999284744,true,-1
"1136449743515015008","ZTF20aakyoez",1136449743515015000,58890.4497453999,2,19.1898193359375,17.7210140228271,17.7021007537842,0.0704921931028366,0.0663999989628792,200.8710515,62.4461673,0.09,0.09,1,3.11673736572266,0.5,820,35,19.4340000152588,0.0890000015497208,0.787142872810364,17.7210140228271,17.7021007537842,0.0704921931028366,0.0663999989628792,true,-1
"1136466894715015005","ZTF20aakyoez",1136466894715015000,58890.4668981,2,19.0308990478516,17.7942008972168,17.7154998779297,0.0929860025644302,0.0626000016927719,200.8709859,62.4461442,0.09,0.09,1,3.12756705284119,0.5,821,47,19.4060001373291,0.109999999403954,0.418570995330811,17.7942008972168,17.7154998779297,0.0929860025644302,0.0626000016927719,false,1136470114715015000
